1083.34 697 24.78 42.86 514 9 1086.57 697 24.78 42.86 514 9 1087.49 697 24.78 42.86 514 9 1089.33 697 24.78 42.86 514 9 1086.11 697 24.78 42.86 514 9 1090.71 697 24.78 42.86 514 9 1094.86 697 24.78 42.86 514 9 1091.64 697 24.78 42.86 514 9 1093.02 697 24.78 42.86 514 9 1087.95 697 24.78 42.86 514 9 1091.64 697 24.78 42.86 514 9 1088.87 697 24.78 42.86 514 9 1090.71 697 24.78 42.86 514 9 1087.03 697 24.78 42.86 514 9 1089.33 697 24.78 42.86 514 9 1085.64 697 24.78 42.86 514 9 1089.79 697 24.78 42.86 514 9 1087.95 697 24.78 42.86 514 9 1089.79 697 24.78 42.86 514 9 1090.25 697 24.78 42.86 514 9 1091.64 697 24.78 42.86 514 9 1086.57 697 24.78 42.86 514 9 1087.03 697 24.78 42.86 514 9 1089.79 697 24.78 42.86 514 9 1085.18 697 24.78 42.86 514 9 1087.49 697 24.78 42.86 514 9 1087.95 697 24.78 42.86 514 9 1086.57 697 24.78 42.86 514 9 1080.12 697 24.78 42.86 514 9 1074.59 697 24.78 42.86 514 9 1088.87 697 24.78 42.86 514 9 1090.25 697 24.78 42.86 514 9 1087.95 697 24.78 42.86 514 9 1087.49 697 24.78 42.86 514 9 1085.64 697 24.78 42.86 514 9 1083.80 697 24.78 42.86 514 9 1082.88 697 24.78 42.86 514 9 1082.88 697 24.78 42.86 514 9 1082.42 697 24.78 42.86 514 9 1081.96 697 24.78 42.86 514 9 1083.80 697 24.78 42.86 514 9 1090.25 697 24.78 42.86 514 9 1088.87 697 24.78 42.86 514 9 1086.11 697 24.78 42.86 514 9 1085.18 697 24.78 42.86 514 9 1084.26 697 24.78 42.86 514 9 1085.18 697 24.78 42.86 514 9 1084.26 697 24.78 42.86 514 9 1082.42 697 24.78 42.86 514 9 1084.72 697 24.78 42.86 514 9 1084.26 697 24.78 42.86 514 9 1085.18 697 24.78 42.86 514 9 1084.72 697 24.78 42.86 514 9 1085.64 697 24.78 42.86 514 9 1085.64 697 24.78 42.86 514 9 1087.03 697 24.78 42.86 514 9 1088.41 697 24.78 42.86 514 9 1087.49 697 24.78 42.86 514 9 1087.95 697 24.78 42.86 514 9 1089.33 697 24.78 42.86 514 9 1083.80 697 24.78 42.86 514 9 1085.18 697 24.78 42.86 514 9 1087.03 697 24.78 42.86 514 9 1084.72 697 24.78 42.86 514 9
1089.79 641 24.24 44.16 514 9 1096.70 641 24.24 44.16 514 9 1122.51 641 24.24 44.16 514 9 1139.10 641 24.24 44.16 514 9 1139.56 641 24.24 44.16 514 9 1140.48 641 24.24 44.16 514 9 1140.48 641 24.24 44.16 514 9 1140.94 641 24.24 44.16 514 9 1140.48 641 24.24 44.16 514 9 1140.94 641 24.24 44.16 514 9 1140.02 641 24.24 44.16 514 9 1140.48 641 24.24 44.16 514 9 1140.94 641 24.24 44.16 514 9 1140.94 641 24.24 44.16 514 9 1140.94 641 24.24 44.16 514 9 1140.48 641 24.24 44.16 514 9 1140.94 641 24.24 44.16 514 9 1141.86 641 24.24 44.16 514 9 1143.24 641 24.24 44.16 514 9 1141.86 641 24.24 44.16 514 9 1142.32 641 24.24 44.16 514 9 1141.86 641 24.24 44.16 514 9 1142.32 641 24.24 44.16 514 9 1142.32 641 24.24 44.16 514 9 1141.40 641 24.24 44.16 514 9 1141.86 641 24.24 44.16 514 9 1141.40 641 24.24 44.16 514 9 1140.94 641 24.24 44.16 514 9 1140.94 641 24.24 44.16 514 9 1141.86 641 24.24 44.16 514 9 1140.94 641 24.24 44.16 514 9 1141.86 641 24.24 44.16 514 9 1142.32 641 24.24 44.16 514 9 1141.86 641 24.24 44.16 514 9 1141.40 641 24.24 44.16 514 9 1141.86 641 24.24 44.16 514 9 1141.40 641 24.24 44.16 514 9 1142.32 641 24.24 44.16 514 9 1141.86 641 24.24 44.16 514 9 1141.86 641 24.24 44.16 514 9 1141.40 641 24.24 44.16 514 9 1141.40 641 24.24 44.16 514 9 1141.40 641 24.24 44.16 514 9 1141.40 641 24.24 44.16 514 9 1141.86 641 24.24 44.16 514 9 1141.86 641 24.24 44.16 514 9 1141.40 641 24.24 44.16 514 9 1141.86 641 24.24 44.16 514 9 1142.32 641 24.24 44.16 514 9 1141.86 641 24.24 44.16 514 9 1141.86 641 24.24 44.16 514 9 1141.86 641 24.24 44.16 514 9 1141.40 641 24.24 44.16 514 9 1141.40 641 24.24 44.16 514 9 1141.86 641 24.24 44.16 514 9 1140.94 641 24.24 44.16 514 9 1141.40 641 24.24 44.16 514 9 1141.40 641 24.24 44.16 514 9 1141.40 641 24.24 44.16 514 9 1140.94 641 24.24 44.16 514 9 1141.40 641 24.24 44.16 514 9 1141.40 641 24.24 44.16 514 9 1142.32 641 24.24 44.16 514 9 1141.40 641 24.24 44.16 514 9
1138.18 635 23.80 45.28 514 9 1137.25 635 23.80 45.28 514 9 1122.97 635 23.80 45.28 514 9 1119.28 635 23.80 45.28 514 9 1109.15 635 23.80 45.28 499 9 1062.60 635 23.80 45.28 459 8 984.73 635 23.80 45.28 418 7 936.81 635 23.80 45.28 373 7 923.90 635 23.80 45.28 393 6 909.62 635 23.80 45.28 378 6 907.32 635 23.80 45.28 378 6 906.39 635 23.80 45.28 378 6 904.09 635 23.80 45.28 378 6 900.86 635 23.80 45.28 378 6 902.25 635 23.80 45.28 378 6 903.63 635 23.80 45.28 378 6 903.63 635 23.80 45.28 378 6 905.47 635 23.80 45.28 378 6 905.01 635 23.80 45.28 378 6 902.71 635 23.80 45.28 378 6 902.25 635 23.80 45.28 378 6 902.25 635 23.80 45.28 378 6 901.79 635 23.80 45.28 378 6 902.25 635 23.80 45.28 378 6 901.79 635 23.80 45.28 378 6 900.40 635 23.80 45.28 378 6 900.86 635 23.80 45.28 378 6 900.40 635 23.80 45.28 378 6 900.40 635 23.80 45.28 378 6 900.40 635 23.80 45.28 378 6 900.40 635 23.80 45.28 378 6 899.94 635 23.80 45.28 378 6 900.40 635 23.80 45.28 378 6 899.48 635 23.80 45.28 378 6 899.02 635 23.80 45.28 378 6 898.56 635 23.80 45.28 363 6 899.48 635 23.80 45.28 363 6 898.56 635 23.80 45.28 378 6 898.56 635 23.80 45.28 378 6 899.02 635 23.80 45.28 363 6 898.10 635 23.80 45.28 363 6 897.64 635 23.80 45.28 363 6 898.10 635 23.80 45.28 363 6 897.18 635 23.80 45.28 363 6 897.18 635 23.80 45.28 363 6 898.10 635 23.80 45.28 363 6 897.18 635 23.80 45.28 363 6 897.18 635 23.80 45.28 363 6 897.18 635 23.80 45.28 363 6 896.72 635 23.80 45.28 363 6 898.10 635 23.80 45.28 363 6 896.26 635 23.80 45.28 363 6 896.26 635 23.80 45.28 363 6 897.18 635 23.80 45.28 363 6 896.26 635 23.80 45.28 363 6 895.80 635 23.80 45.28 363 6 896.26 635 23.80 45.28 363 6 896.72 635 23.80 45.28 363 6 896.72 635 23.80 45.28 363 6 895.80 635 23.80 45.28 363 6 894.87 635 23.80 45.28 363 6 894.87 635 23.80 45.28 363 6 894.87 635 23.80 45.28 363 6 894.87 635 23.80 45.28 363 6
1039.56 636 23.57 45.79 504 8 1027.12 636 23.57 45.79 459 8 1009.61 636 23.57 45.79 434 7 982.43 636 23.57 45.79 403 7 981.96 636 23.57 45.79 388 7 988.88 636 23.57 45.79 388 7 993.02 636 23.57 45.79 403 7 998.55 636 23.57 45.79 388 7 990.26 636 23.57 45.79 388 7 990.72 636 23.57 45.79 403 7 998.55 636 23.57 45.79 403 7 997.63 636 23.57 45.79 403 7 994.87 636 23.57 45.79 403 7 994.41 636 23.57 45.79 403 7 992.10 636 23.57 45.79 388 7 987.49 636 23.57 45.79 388 7 993.02 636 23.57 45.79 403 7 995.79 636 23.57 45.79 403 7 1003.16 636 23.57 45.79 403 7 1004.08 636 23.57 45.79 403 7 1007.77 636 23.57 45.79 418 7 1012.84 636 23.57 45.79 418 7 1014.22 636 23.57 45.79 418 7 1016.06 636 23.57 45.79 418 7 1016.52 636 23.57 45.79 418 7 1016.99 636 23.57 45.79 418 7 1017.91 636 23.57 45.79 418 7 1019.29 636 23.57 45.79 418 7 1018.37 636 23.57 45.79 418 7 1018.83 636 23.57 45.79 418 7 1018.37 636 23.57 45.79 418 7 1018.83 636 23.57 45.79 418 7 1018.37 636 23.57 45.79 418 7 1018.37 636 23.57 45.79 418 7 1018.83 636 23.57 45.79 418 7 1018.37 636 23.57 45.79 418 7 1019.29 636 23.57 45.79 418 7 1018.37 636 23.57 45.79 418 7 1018.37 636 23.57 45.79 418 7 1018.83 636 23.57 45.79 418 7 1018.37 636 23.57 45.79 418 7 1019.29 636 23.57 45.79 418 7 1018.83 636 23.57 45.79 418 7 1019.29 636 23.57 45.79 418 7 1018.83 636 23.57 45.79 418 7 1018.37 636 23.57 45.79 418 7 1018.83 636 23.57 45.79 418 7 1018.83 636 23.57 45.79 418 7 1018.83 636 23.57 45.79 418 7 1018.83 636 23.57 45.79 418 7 1020.21 636 23.57 45.79 418 7 1018.37 636 23.57 45.79 418 7 1018.83 636 23.57 45.79 418 7 1018.37 636 23.57 45.79 418 7 1018.83 636 23.57 45.79 418 7 1018.37 636 23.57 45.79 418 7 1018.37 636 23.57 45.79 418 7 1018.37 636 23.57 45.79 418 7 1018.37 636 23.57 45.79 418 7 1018.83 636 23.57 45.79 418 7 1018.83 636 23.57 45.79 418 7 1018.37 636 23.57 45.79 418 7 1017.91 636 23.57 45.79 418 7 1018.37 636 23.57 45.79 418 7
1033.11 620 23.31 46.50 464 8 1045.09 620 23.31 46.50 459 8 1069.06 620 23.31 46.50 474 8 1059.38 620 23.31 46.50 459 8 1046.02 620 23.31 46.50 474 8 1047.86 620 23.31 46.50 468 9 1069.52 620 23.31 46.50 524 11 1114.68 620 23.31 46.50 559 12 1147.85 620 23.31 46.50 629 13 1222.96 620 23.31 46.50 679 15 1277.34 620 23.31 46.50 685 14 1281.02 620 23.31 46.50 679 15 1275.96 620 23.31 46.50 664 15 1269.96 620 23.31 46.50 670 14 1269.50 620 23.31 46.50 654 14 1275.96 620 23.31 46.50 654 14 1277.80 620 23.31 46.50 654 14 1282.41 620 23.31 46.50 670 14 1285.63 620 23.31 46.50 685 14 1289.78 620 23.31 46.50 700 14 1292.08 620 23.31 46.50 700 14 1290.24 620 23.31 46.50 670 14 1284.25 620 23.31 46.50 660 13 1268.12 620 23.31 46.50 645 13 1259.83 620 23.31 46.50 645 13 1254.76 620 23.31 46.50 629 13 1251.53 620 23.31 46.50 629 13 1248.31 620 23.31 46.50 629 13 1249.23 620 23.31 46.50 629 13 1250.15 620 23.31 46.50 629 13 1248.77 620 23.31 46.50 629 13 1249.23 620 23.31 46.50 629 13 1249.23 620 23.31 46.50 629 13 1249.69 620 23.31 46.50 629 13 1249.23 620 23.31 46.50 629 13 1251.53 620 23.31 46.50 629 13 1249.69 620 23.31 46.50 629 13 1250.15 620 23.31 46.50 629 13 1250.15 620 23.31 46.50 629 13 1250.15 620 23.31 46.50 629 13 1250.15 620 23.31 46.50 629 13 1249.69 620 23.31 46.50 629 13 1249.69 620 23.31 46.50 629 13 1248.77 620 23.31 46.50 614 13 1247.85 620 23.31 46.50 614 13 1250.15 620 23.31 46.50 614 13 1250.61 620 23.31 46.50 614 13 1250.61 620 23.31 46.50 614 13 1251.07 620 23.31 46.50 614 13 1249.23 620 23.31 46.50 614 13 1250.15 620 23.31 46.50 614 13 1250.15 620 23.31 46.50 614 13 1251.07 620 23.31 46.50 614 13 1250.15 620 23.31 46.50 614 13 1251.07 620 23.31 46.50 614 13 1250.15 620 23.31 46.50 614 13 1249.69 620 23.31 46.50 614 13 1250.15 620 23.31 46.50 614 13 1250.15 620 23.31 46.50 614 13 1250.15 620 23.31 46.50 614 13 1250.61 620 23.31 46.50 614 13 1251.53 620 23.31 46.50 614 13 1250.15 620 23.31 46.50 614 13 1249.23 620 23.31 46.50 614 13
1248.77 595 23.06 47.03 584 13 1247.85 595 23.06 47.03 593 14 1244.62 595 23.06 47.03 593 14 1246.00 595 23.06 47.03 593 14 1243.70 595 23.06 47.03 593 14 1235.40 595 23.06 47.03 578 14 1230.80 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1224.81 595 23.06 47.03 584 13 1224.35 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1224.81 595 23.06 47.03 584 13 1225.73 595 23.06 47.03 584 13 1225.73 595 23.06 47.03 584 13 1226.65 595 23.06 47.03 584 13 1226.19 595 23.06 47.03 584 13 1224.81 595 23.06 47.03 584 13 1225.73 595 23.06 47.03 584 13 1226.65 595 23.06 47.03 584 13 1225.73 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1227.11 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1227.11 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1226.65 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1227.11 595 23.06 47.03 584 13 1225.73 595 23.06 47.03 584 13 1227.11 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1224.81 595 23.06 47.03 584 13 1227.57 595 23.06 47.03 584 13 1224.81 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1226.65 595 23.06 47.03 584 13 1226.19 595 23.06 47.03 584 13 1226.19 595 23.06 47.03 584 13 1226.19 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1224.81 595 23.06 47.03 584 13 1226.19 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1226.19 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1225.73 595 23.06 47.03 584 13 1226.19 595 23.06 47.03 584 13 1226.19 595 23.06 47.03 584 13 1226.19 595 23.06 47.03 584 13 1225.73 595 23.06 47.03 584 13 1227.11 595 23.06 47.03 584 13 1225.73 595 23.06 47.03 584 13 1226.19 595 23.06 47.03 584 13 1225.27 595 23.06 47.03 584 13 1225.73 595 23.06 47.03 584 13 1225.73 595 23.06 47.03 599 13
1226.19 595 22.42 47.65 599 13 1226.19 595 22.42 47.65 584 13 1225.27 595 22.42 47.65 599 13 1220.20 595 22.42 47.65 599 13 1218.82 595 22.42 47.65 609 14 1216.05 595 22.42 47.65 609 14 1233.10 595 22.42 47.65 629 13 1241.86 595 22.42 47.65 629 13 1243.24 595 22.42 47.65 629 13 1235.40 595 22.42 47.65 629 13 1231.26 595 22.42 47.65 629 13 1228.95 595 22.42 47.65 629 13 1226.65 595 22.42 47.65 629 13 1227.57 595 22.42 47.65 629 13 1226.65 595 22.42 47.65 629 13 1226.65 595 22.42 47.65 629 13 1228.49 595 22.42 47.65 629 13 1229.41 595 22.42 47.65 629 13 1229.88 595 22.42 47.65 629 13 1231.72 595 22.42 47.65 629 13 1228.49 595 22.42 47.65 629 13 1228.95 595 22.42 47.65 629 13 1229.41 595 22.42 47.65 629 13 1227.57 595 22.42 47.65 629 13 1229.88 595 22.42 47.65 629 13 1228.95 595 22.42 47.65 629 13 1228.95 595 22.42 47.65 629 13 1229.41 595 22.42 47.65 629 13 1228.95 595 22.42 47.65 629 13 1230.34 595 22.42 47.65 629 13 1229.88 595 22.42 47.65 629 13 1229.88 595 22.42 47.65 629 13 1230.80 595 22.42 47.65 629 13 1230.34 595 22.42 47.65 629 13 1228.95 595 22.42 47.65 629 14 1228.95 595 22.42 47.65 629 13 1228.95 595 22.42 47.65 629 13 1229.41 595 22.42 47.65 629 13 1228.49 595 22.42 47.65 629 13 1228.95 595 22.42 47.65 629 13 1228.03 595 22.42 47.65 629 13 1228.49 595 22.42 47.65 629 13 1228.49 595 22.42 47.65 629 13 1228.95 595 22.42 47.65 629 13 1228.49 595 22.42 47.65 629 13 1229.41 595 22.42 47.65 629 13 1229.41 595 22.42 47.65 629 13 1229.41 595 22.42 47.65 629 13 1228.95 595 22.42 47.65 629 13 1228.95 595 22.42 47.65 629 13 1227.57 595 22.42 47.65 629 13 1228.49 595 22.42 47.65 629 13 1227.57 595 22.42 47.65 629 14 1228.03 595 22.42 47.65 629 14 1226.65 595 22.42 47.65 629 14 1227.11 595 22.42 47.65 629 13 1228.03 595 22.42 47.65 609 14 1228.95 595 22.42 47.65 629 14 1228.03 595 22.42 47.65 629 14 1228.95 595 22.42 47.65 629 14 1228.95 595 22.42 47.65 609 14 1228.49 595 22.42 47.65 629 14 1229.88 595 22.42 47.65 629 14 1228.03 595 22.42 47.65 629 14
1226.19 558 21.97 48.26 609 14 1227.11 558 21.97 48.26 629 14 1227.11 558 21.97 48.26 609 14 1227.57 558 21.97 48.26 609 14 1227.57 558 21.97 48.26 629 13 1228.03 558 21.97 48.26 609 14 1228.95 558 21.97 48.26 629 14 1228.03 558 21.97 48.26 609 14 1228.95 558 21.97 48.26 609 14 1228.95 558 21.97 48.26 609 14 1228.03 558 21.97 48.26 609 14 1233.56 558 21.97 48.26 609 14 1245.08 558 21.97 48.26 609 14 1246.92 558 21.97 48.26 624 14 1246.00 558 21.97 48.26 624 14 1242.32 558 21.97 48.26 624 14 1223.88 558 21.97 48.26 624 14 1224.81 558 21.97 48.26 609 14 1224.81 558 21.97 48.26 609 14 1245.54 558 21.97 48.26 609 14 1246.92 558 21.97 48.26 629 13 1253.38 558 21.97 48.26 645 13 1254.30 558 21.97 48.26 645 13 1254.30 558 21.97 48.26 645 13 1254.76 558 21.97 48.26 624 13 1254.30 558 21.97 48.26 624 13 1254.76 558 21.97 48.26 624 14 1256.60 558 21.97 48.26 645 13 1253.38 558 21.97 48.26 645 13 1241.86 558 21.97 48.26 645 13 1232.64 558 21.97 48.26 645 13 1224.35 558 21.97 48.26 629 13 1195.78 558 21.97 48.26 629 13 1172.74 558 21.97 48.26 629 13 1175.04 558 21.97 48.26 629 13 1189.79 558 21.97 48.26 629 13 1204.53 558 21.97 48.26 629 13 1217.43 558 21.97 48.26 645 13 1208.22 558 21.97 48.26 629 13 1129.42 558 21.97 48.26 629 13 1125.73 558 21.97 48.26 629 13 1117.90 558 21.97 48.26 629 13 1107.76 558 21.97 48.26 599 13 1092.10 558 21.97 48.26 584 13 1085.18 558 21.97 48.26 584 13 1086.57 558 21.97 48.26 599 13 1093.02 558 21.97 48.26 614 13 1098.09 558 21.97 48.26 629 13 1093.94 558 21.97 48.26 614 13 1093.48 558 21.97 48.26 614 13 1093.48 558 21.97 48.26 614 13 1088.41 558 21.97 48.26 614 13 1079.19 558 21.97 48.26 614 13 1074.59 558 21.97 48.26 599 13 1077.35 558 21.97 48.26 614 13 1084.72 558 21.97 48.26 614 13 1084.72 558 21.97 48.26 614 13 1084.26 558 21.97 48.26 614 13 1085.64 558 21.97 48.26 614 13 1086.11 558 21.97 48.26 614 13 1088.41 558 21.97 48.26 614 13 1089.79 558 21.97 48.26 614 13 1090.25 558 21.97 48.26 614 13 1091.64 558 21.97 48.26 629 13
1091.17 545 21.44 48.74 614 13 1090.71 545 21.44 48.74 614 13 1090.71 545 21.44 48.74 614 13 1091.64 545 21.44 48.74 614 13 1090.71 545 21.44 48.74 614 13 1090.71 545 21.44 48.74 614 13 1091.64 545 21.44 48.74 614 13 1090.71 545 21.44 48.74 614 13 1092.10 545 21.44 48.74 614 13 1091.64 545 21.44 48.74 614 13 1092.10 545 21.44 48.74 614 13 1092.10 545 21.44 48.74 614 13 1091.64 545 21.44 48.74 614 13 1092.10 545 21.44 48.74 614 13 1091.64 545 21.44 48.74 629 13 1092.56 545 21.44 48.74 629 13 1093.02 545 21.44 48.74 629 13 1093.48 545 21.44 48.74 629 13 1093.02 545 21.44 48.74 629 13 1092.56 545 21.44 48.74 629 13 1092.10 545 21.44 48.74 629 13 1093.48 545 21.44 48.74 629 13 1092.56 545 21.44 48.74 629 13 1093.02 545 21.44 48.74 629 13 1093.02 545 21.44 48.74 614 13 1093.02 545 21.44 48.74 614 13 1103.62 545 21.44 48.74 629 14 1217.43 545 21.44 48.74 624 14 1217.89 545 21.44 48.74 624 14 1211.90 545 21.44 48.74 624 14 1204.53 545 21.44 48.74 609 14 1197.16 545 21.44 48.74 609 14 1197.16 545 21.44 48.74 624 14 1199.46 545 21.44 48.74 624 14 1197.16 545 21.44 48.74 624 14 1193.01 545 21.44 48.74 609 14 1193.01 545 21.44 48.74 609 14 1193.47 545 21.44 48.74 624 14 1206.84 545 21.44 48.74 624 14 1218.82 545 21.44 48.74 624 14 1220.20 545 21.44 48.74 624 14 1220.66 545 21.44 48.74 624 14 1218.36 545 21.44 48.74 609 14 1219.74 545 21.44 48.74 609 14 1220.20 545 21.44 48.74 609 14 1219.74 545 21.44 48.74 609 14 1220.20 545 21.44 48.74 609 14 1221.12 545 21.44 48.74 609 14 1220.66 545 21.44 48.74 609 14 1221.12 545 21.44 48.74 609 14 1221.12 545 21.44 48.74 609 14 1221.58 545 21.44 48.74 609 14 1221.12 545 21.44 48.74 609 14 1221.12 545 21.44 48.74 609 14 1221.12 545 21.44 48.74 609 14 1221.58 545 21.44 48.74 609 14 1221.58 545 21.44 48.74 609 14 1222.04 545 21.44 48.74 609 14 1222.04 545 21.44 48.74 609 14 1222.04 545 21.44 48.74 609 14 1224.35 545 21.44 48.74 624 14 1222.50 545 21.44 48.74 609 14 1222.96 545 21.44 48.74 624 14 1222.96 545 21.44 48.74 624 14
1230.80 494 20.95 49.40 624 14 1229.88 494 20.95 49.40 624 14 1235.87 494 20.95 49.40 624 14 1239.09 494 20.95 49.40 624 14 1240.47 494 20.95 49.40 624 14 1244.62 494 20.95 49.40 624 14 1245.08 494 20.95 49.40 624 14 1246.46 494 20.95 49.40 624 14 1241.40 494 20.95 49.40 624 14 1237.25 494 20.95 49.40 624 14 1241.40 494 20.95 49.40 624 14 1237.71 494 20.95 49.40 624 14 1232.64 494 20.95 49.40 624 14 1233.10 494 20.95 49.40 624 14 1232.64 494 20.95 49.40 624 14 1230.80 494 20.95 49.40 624 14 1229.41 494 20.95 49.40 624 14 1229.88 494 20.95 49.40 624 14 1228.49 494 20.95 49.40 624 14 1227.11 494 20.95 49.40 624 14 1226.19 494 20.95 49.40 624 14 1227.57 494 20.95 49.40 624 14 1227.11 494 20.95 49.40 624 14 1227.57 494 20.95 49.40 624 14 1227.57 494 20.95 49.40 624 14 1227.11 494 20.95 49.40 624 14 1228.95 494 20.95 49.40 624 14 1227.11 494 20.95 49.40 624 14 1228.03 494 20.95 49.40 624 14 1228.95 494 20.95 49.40 624 14 1231.26 494 20.95 49.40 624 14 1228.95 494 20.95 49.40 624 14 1230.34 494 20.95 49.40 624 14 1229.88 494 20.95 49.40 624 14 1229.41 494 20.95 49.40 624 14 1229.88 494 20.95 49.40 624 14 1229.41 494 20.95 49.40 624 14 1229.41 494 20.95 49.40 624 14 1229.88 494 20.95 49.40 624 14 1230.34 494 20.95 49.40 624 14 1229.41 494 20.95 49.40 624 14 1229.88 494 20.95 49.40 624 14 1229.41 494 20.95 49.40 624 14 1230.80 494 20.95 49.40 624 14 1229.88 494 20.95 49.40 624 14 1230.34 494 20.95 49.40 624 14 1232.64 494 20.95 49.40 624 14 1230.34 494 20.95 49.40 624 14 1229.88 494 20.95 49.40 624 14 1231.26 494 20.95 49.40 624 14 1231.26 494 20.95 49.40 624 14 1230.80 494 20.95 49.40 624 14 1231.26 494 20.95 49.40 624 14 1232.18 494 20.95 49.40 624 14 1231.26 494 20.95 49.40 624 14 1231.26 494 20.95 49.40 624 14 1231.72 494 20.95 49.40 624 14 1230.80 494 20.95 49.40 624 14 1232.64 494 20.95 49.40 624 14 1230.80 494 20.95 49.40 624 14 1231.26 494 20.95 49.40 624 14 1231.72 494 20.95 49.40 624 14 1231.26 494 20.95 49.40 624 14 1230.80 494 20.95 49.40 624 14
